Record ID,Email,Create Date,Lifecycle Stage,Became a Customer Date,Original Traffic Source,Original Traffic Source Drill-Down 1,Google ad click id
205026,lead205026@example.com,2025-12-19,Lead,,Email Marketing,hubspot / email,
205027,lead205027@example.com,2025-12-19,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005071AbVxYz
205028,lead205028@example.com,2025-12-19,Lead,,Email Marketing,hubspot / email,
205029,lead205029@example.com,2025-12-19,Lead,,Direct Traffic,(direct) / (none),
205030,lead205030@example.com,2025-12-19,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005072AbVxYz
205031,lead205031@example.com,2025-12-19,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005073AbVxYz
205032,lead205032@example.com,2025-12-19,Lead,,Social Media,instagram / social,
205033,lead205033@example.com,2025-12-19,Lead,,Email Marketing,hubspot / email,
205034,lead205034@example.com,2025-12-19,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005074AbVxYz
205035,lead205035@example.com,2025-12-19,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005075AbVxYz
205036,lead205036@example.com,2025-12-19,Lead,,Direct Traffic,(direct) / (none),
205037,lead205037@example.com,2025-12-19,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005076AbVxYz
205038,lead205038@example.com,2025-12-19,Lead,,Direct Traffic,(direct) / (none),
205039,lead205039@example.com,2025-12-19,Lead,,Email Marketing,hubspot / email,
205040,lead205040@example.com,2025-12-19,Lead,,Direct Traffic,(direct) / (none),
205041,lead205041@example.com,2025-12-19,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005077AbVxYz
205042,lead205042@example.com,2025-12-19,Lead,,Direct Traffic,(direct) / (none),
205043,lead205043@example.com,2025-12-19,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005078AbVxYz
205044,lead205044@example.com,2025-12-19,Lead,,Email Marketing,hubspot / email,
205045,lead205045@example.com,2025-12-19,Lead,,Email Marketing,hubspot / email,
205046,lead205046@example.com,2025-12-19,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005079AbVxYz
205047,lead205047@example.com,2025-12-19,Lead,,Direct Traffic,(direct) / (none),
205048,lead205048@example.com,2025-12-19,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005080AbVxYz
205049,lead205049@example.com,2025-12-19,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005081AbVxYz
205050,lead205050@example.com,2025-12-19,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005082AbVxYz
205051,lead205051@example.com,2025-12-19,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005083AbVxYz
205052,lead205052@example.com,2025-12-19,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005084AbVxYz
205053,lead205053@example.com,2025-12-19,Lead,,Email Marketing,hubspot / email,
205054,lead205054@example.com,2025-12-19,Lead,,Email Marketing,hubspot / email,
205055,lead205055@example.com,2025-12-19,Lead,,Organic Search,google / organic,
205056,lead205056@example.com,2025-12-19,Lead,,Direct Traffic,(direct) / (none),
205057,lead205057@example.com,2025-12-19,Lead,,Direct Traffic,(direct) / (none),
205058,lead205058@example.com,2025-12-19,Lead,,Organic Search,google / organic,
205059,lead205059@example.com,2025-12-19,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005085AbVxYz
205060,lead205060@example.com,2025-12-19,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005086AbVxYz
205061,lead205061@example.com,2025-12-19,Lead,,Organic Search,google / organic,
205062,lead205062@example.com,2025-12-19,Lead,,Email Marketing,hubspot / email,
205265,lead205265@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005345AbVxYz
205266,lead205266@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005346AbVxYz
205267,lead205267@example.com,2025-12-20,Lead,,Social Media,instagram / social,
205268,lead205268@example.com,2025-12-20,Lead,,Social Media,instagram / social,
205269,lead205269@example.com,2025-12-20,Lead,,Direct Traffic,(direct) / (none),
205270,lead205270@example.com,2025-12-20,Lead,,Email Marketing,hubspot / email,
205271,lead205271@example.com,2025-12-20,Lead,,Organic Search,google / organic,
205272,lead205272@example.com,2025-12-20,Lead,,Email Marketing,hubspot / email,
205273,lead205273@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005347AbVxYz
205274,lead205274@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005348AbVxYz
205275,lead205275@example.com,2025-12-20,Lead,,Organic Search,google / organic,
205276,lead205276@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005349AbVxYz
205277,lead205277@example.com,2025-12-20,Lead,,Social Media,instagram / social,
205278,lead205278@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005350AbVxYz
205279,lead205279@example.com,2025-12-20,Lead,,Social Media,instagram / social,
205280,lead205280@example.com,2025-12-20,Lead,,Social Media,instagram / social,
205281,lead205281@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005351AbVxYz
205282,lead205282@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005352AbVxYz
205283,lead205283@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005353AbVxYz
205284,lead205284@example.com,2025-12-20,Lead,,Organic Search,google / organic,
205285,lead205285@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005354AbVxYz
205286,lead205286@example.com,2025-12-20,Lead,,Organic Search,google / organic,
205287,lead205287@example.com,2025-12-20,Lead,,Organic Search,google / organic,
205288,lead205288@example.com,2025-12-20,Lead,,Direct Traffic,(direct) / (none),
205289,lead205289@example.com,2025-12-20,Lead,,Direct Traffic,(direct) / (none),
205290,lead205290@example.com,2025-12-20,Lead,,Organic Search,google / organic,
205291,lead205291@example.com,2025-12-20,Lead,,Direct Traffic,(direct) / (none),
205292,lead205292@example.com,2025-12-20,Customer,2025-12-21,Paid Search,google / cpc,Cj0KCQ42x00005355AbVxYz
205293,lead205293@example.com,2025-12-20,Lead,,Social Media,instagram / social,
205294,lead205294@example.com,2025-12-20,Lead,,Social Media,instagram / social,
205295,lead205295@example.com,2025-12-20,Lead,,Email Marketing,hubspot / email,
205296,lead205296@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005356AbVxYz
205297,lead205297@example.com,2025-12-20,Customer,2025-12-21,Organic Search,google / organic,
205298,lead205298@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005357AbVxYz
205299,lead205299@example.com,2025-12-20,Lead,,Social Media,instagram / social,
205300,lead205300@example.com,2025-12-20,Lead,,Direct Traffic,(direct) / (none),
205301,lead205301@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005358AbVxYz
205302,lead205302@example.com,2025-12-20,Customer,2025-12-22,Email Marketing,hubspot / email,
205303,lead205303@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005359AbVxYz
205304,lead205304@example.com,2025-12-20,Lead,,Email Marketing,hubspot / email,
205305,lead205305@example.com,2025-12-20,Lead,,Social Media,instagram / social,
205306,lead205306@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005360AbVxYz
205307,lead205307@example.com,2025-12-20,Lead,,Email Marketing,hubspot / email,
205308,lead205308@example.com,2025-12-20,Lead,,Organic Search,google / organic,
205309,lead205309@example.com,2025-12-20,Lead,,Direct Traffic,(direct) / (none),
205310,lead205310@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005361AbVxYz
205311,lead205311@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005362AbVxYz
205312,lead205312@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005363AbVxYz
205313,lead205313@example.com,2025-12-20,Lead,,Organic Search,google / organic,
205314,lead205314@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005364AbVxYz
205315,lead205315@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005365AbVxYz
205316,lead205316@example.com,2025-12-20,Customer,2025-12-23,Paid Search,google / cpc,Cj0KCQ42x00005366AbVxYz
205317,lead205317@example.com,2025-12-20,Lead,,Email Marketing,hubspot / email,
205318,lead205318@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005367AbVxYz
205319,lead205319@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005368AbVxYz
205320,lead205320@example.com,2025-12-20,Customer,2025-12-30,Paid Search,google / cpc,Cj0KCQ42x00005369AbVxYz
205321,lead205321@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005370AbVxYz
205322,lead205322@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005371AbVxYz
205323,lead205323@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005372AbVxYz
205324,lead205324@example.com,2025-12-20,Lead,,Social Media,instagram / social,
205325,lead205325@example.com,2025-12-20,Lead,,Organic Search,google / organic,
205326,lead205326@example.com,2025-12-20,Lead,,Social Media,instagram / social,
205327,lead205327@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005373AbVxYz
205328,lead205328@example.com,2025-12-20,Customer,2025-12-22,Social Media,instagram / social,
205329,lead205329@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005374AbVxYz
205330,lead205330@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005375AbVxYz
205331,lead205331@example.com,2025-12-20,Lead,,Direct Traffic,(direct) / (none),
205332,lead205332@example.com,2025-12-20,Lead,,Organic Search,google / organic,
205333,lead205333@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005376AbVxYz
205334,lead205334@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005377AbVxYz
205335,lead205335@example.com,2025-12-20,Lead,,Organic Search,google / organic,
205336,lead205336@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005378AbVxYz
205337,lead205337@example.com,2025-12-20,Lead,,Organic Search,google / organic,
205338,lead205338@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005379AbVxYz
205339,lead205339@example.com,2025-12-20,Lead,,Organic Search,google / organic,
205340,lead205340@example.com,2025-12-20,Lead,,Email Marketing,hubspot / email,
205341,lead205341@example.com,2025-12-20,Lead,,Direct Traffic,(direct) / (none),
205342,lead205342@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005380AbVxYz
205343,lead205343@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005381AbVxYz
205344,lead205344@example.com,2025-12-20,Lead,,Organic Search,google / organic,
205345,lead205345@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005382AbVxYz
205346,lead205346@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005383AbVxYz
205347,lead205347@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005384AbVxYz
205348,lead205348@example.com,2025-12-20,Lead,,Organic Search,google / organic,
205349,lead205349@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005385AbVxYz
205350,lead205350@example.com,2025-12-20,Lead,,Social Media,instagram / social,
205351,lead205351@example.com,2025-12-20,Lead,,Social Media,instagram / social,
205352,lead205352@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005386AbVxYz
205353,lead205353@example.com,2025-12-20,Lead,,Direct Traffic,(direct) / (none),
205354,lead205354@example.com,2025-12-20,Lead,,Email Marketing,hubspot / email,
205355,lead205355@example.com,2025-12-20,Lead,,Organic Search,google / organic,
205356,lead205356@example.com,2025-12-20,Lead,,Email Marketing,hubspot / email,
205357,lead205357@example.com,2025-12-20,Lead,,Social Media,instagram / social,
205358,lead205358@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005387AbVxYz
205359,lead205359@example.com,2025-12-20,Customer,2025-12-28,Email Marketing,hubspot / email,
205360,lead205360@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005388AbVxYz
205361,lead205361@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005389AbVxYz
205362,lead205362@example.com,2025-12-20,Lead,,Organic Search,google / organic,
205363,lead205363@example.com,2025-12-20,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005390AbVxYz
205562,lead205562@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005649AbVxYz
205563,lead205563@example.com,2025-12-21,Lead,,Organic Search,google / organic,
205564,lead205564@example.com,2025-12-21,Lead,,Social Media,instagram / social,
205565,lead205565@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005650AbVxYz
205566,lead205566@example.com,2025-12-21,Lead,,Organic Search,google / organic,
205567,lead205567@example.com,2025-12-21,Lead,,Social Media,instagram / social,
205568,lead205568@example.com,2025-12-21,Lead,,Social Media,instagram / social,
205569,lead205569@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005651AbVxYz
205570,lead205570@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005652AbVxYz
205571,lead205571@example.com,2025-12-21,Customer,2025-12-23,Email Marketing,hubspot / email,
205572,lead205572@example.com,2025-12-21,Lead,,Direct Traffic,(direct) / (none),
205573,lead205573@example.com,2025-12-21,Lead,,Email Marketing,hubspot / email,
205574,lead205574@example.com,2025-12-21,Lead,,Organic Search,google / organic,
205575,lead205575@example.com,2025-12-21,Customer,2025-12-30,Paid Search,google / cpc,Cj0KCQ42x00005653AbVxYz
205576,lead205576@example.com,2025-12-21,Customer,2025-12-27,Paid Search,google / cpc,Cj0KCQ42x00005654AbVxYz
205577,lead205577@example.com,2025-12-21,Lead,,Email Marketing,hubspot / email,
205578,lead205578@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005655AbVxYz
205579,lead205579@example.com,2025-12-21,Lead,,Direct Traffic,(direct) / (none),
205580,lead205580@example.com,2025-12-21,Lead,,Direct Traffic,(direct) / (none),
205581,lead205581@example.com,2025-12-21,Lead,,Email Marketing,hubspot / email,
205582,lead205582@example.com,2025-12-21,Lead,,Organic Search,google / organic,
205583,lead205583@example.com,2025-12-21,Lead,,Social Media,instagram / social,
205584,lead205584@example.com,2025-12-21,Lead,,Email Marketing,hubspot / email,
205585,lead205585@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005656AbVxYz
205586,lead205586@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005657AbVxYz
205587,lead205587@example.com,2025-12-21,Lead,,Social Media,instagram / social,
205588,lead205588@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005658AbVxYz
205589,lead205589@example.com,2025-12-21,Lead,,Social Media,instagram / social,
205590,lead205590@example.com,2025-12-21,Customer,2025-12-31,Email Marketing,hubspot / email,
205591,lead205591@example.com,2025-12-21,Lead,,Direct Traffic,(direct) / (none),
205592,lead205592@example.com,2025-12-21,Lead,,Direct Traffic,(direct) / (none),
205593,lead205593@example.com,2025-12-21,Lead,,Email Marketing,hubspot / email,
205594,lead205594@example.com,2025-12-21,Lead,,Email Marketing,hubspot / email,
205595,lead205595@example.com,2025-12-21,Lead,,Social Media,instagram / social,
205596,lead205596@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005659AbVxYz
205597,lead205597@example.com,2025-12-21,Lead,,Direct Traffic,(direct) / (none),
205598,lead205598@example.com,2025-12-21,Lead,,Social Media,instagram / social,
205599,lead205599@example.com,2025-12-21,Lead,,Email Marketing,hubspot / email,
205600,lead205600@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005660AbVxYz
205601,lead205601@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005661AbVxYz
205602,lead205602@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005662AbVxYz
205603,lead205603@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005663AbVxYz
205604,lead205604@example.com,2025-12-21,Lead,,Organic Search,google / organic,
205605,lead205605@example.com,2025-12-21,Lead,,Organic Search,google / organic,
205606,lead205606@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005664AbVxYz
205607,lead205607@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005665AbVxYz
205608,lead205608@example.com,2025-12-21,Lead,,Organic Search,google / organic,
205609,lead205609@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005666AbVxYz
205610,lead205610@example.com,2025-12-21,Lead,,Organic Search,google / organic,
205611,lead205611@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005667AbVxYz
205612,lead205612@example.com,2025-12-21,Lead,,Direct Traffic,(direct) / (none),
205613,lead205613@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005668AbVxYz
205614,lead205614@example.com,2025-12-21,Customer,2025-12-26,Email Marketing,hubspot / email,
205615,lead205615@example.com,2025-12-21,Lead,,Direct Traffic,(direct) / (none),
205616,lead205616@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005669AbVxYz
205617,lead205617@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005670AbVxYz
205618,lead205618@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005671AbVxYz
205619,lead205619@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005672AbVxYz
205620,lead205620@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005673AbVxYz
205621,lead205621@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005674AbVxYz
205622,lead205622@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005675AbVxYz
205623,lead205623@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005676AbVxYz
205624,lead205624@example.com,2025-12-21,Lead,,Social Media,instagram / social,
205625,lead205625@example.com,2025-12-21,Lead,,Social Media,instagram / social,
205626,lead205626@example.com,2025-12-21,Lead,,Direct Traffic,(direct) / (none),
205627,lead205627@example.com,2025-12-21,Lead,,Social Media,instagram / social,
205628,lead205628@example.com,2025-12-21,Lead,,Email Marketing,hubspot / email,
205629,lead205629@example.com,2025-12-21,Customer,2026-01-01,Organic Search,google / organic,
205630,lead205630@example.com,2025-12-21,Customer,2025-12-27,Paid Search,google / cpc,Cj0KCQ42x00005677AbVxYz
205631,lead205631@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005678AbVxYz
205632,lead205632@example.com,2025-12-21,Lead,,Organic Search,google / organic,
205633,lead205633@example.com,2025-12-21,Lead,,Organic Search,google / organic,
205634,lead205634@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005679AbVxYz
205635,lead205635@example.com,2025-12-21,Lead,,Social Media,instagram / social,
205636,lead205636@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005680AbVxYz
205637,lead205637@example.com,2025-12-21,Lead,,Organic Search,google / organic,
205638,lead205638@example.com,2025-12-21,Lead,,Organic Search,google / organic,
205639,lead205639@example.com,2025-12-21,Lead,,Organic Search,google / organic,
205640,lead205640@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005681AbVxYz
205641,lead205641@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005682AbVxYz
205642,lead205642@example.com,2025-12-21,Lead,,Direct Traffic,(direct) / (none),
205643,lead205643@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005683AbVxYz
205644,lead205644@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005684AbVxYz
205645,lead205645@example.com,2025-12-21,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005685AbVxYz
205646,lead205646@example.com,2025-12-21,Lead,,Social Media,instagram / social,
205849,lead205849@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005947AbVxYz
205850,lead205850@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005948AbVxYz
205851,lead205851@example.com,2025-12-22,Lead,,Organic Search,google / organic,
205852,lead205852@example.com,2025-12-22,Lead,,Social Media,instagram / social,
205853,lead205853@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005949AbVxYz
205854,lead205854@example.com,2025-12-22,Lead,,Email Marketing,hubspot / email,
205855,lead205855@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005950AbVxYz
205856,lead205856@example.com,2025-12-22,Customer,2026-01-02,Paid Search,google / cpc,Cj0KCQ42x00005951AbVxYz
205857,lead205857@example.com,2025-12-22,Lead,,Social Media,instagram / social,
205858,lead205858@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005952AbVxYz
205859,lead205859@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005953AbVxYz
205860,lead205860@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005954AbVxYz
205861,lead205861@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005955AbVxYz
205862,lead205862@example.com,2025-12-22,Lead,,Organic Search,google / organic,
205863,lead205863@example.com,2025-12-22,Lead,,Social Media,instagram / social,
205864,lead205864@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005956AbVxYz
205865,lead205865@example.com,2025-12-22,Lead,,Direct Traffic,(direct) / (none),
205866,lead205866@example.com,2025-12-22,Lead,,Email Marketing,hubspot / email,
205867,lead205867@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005957AbVxYz
205868,lead205868@example.com,2025-12-22,Lead,,Email Marketing,hubspot / email,
205869,lead205869@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005958AbVxYz
205870,lead205870@example.com,2025-12-22,Lead,,Social Media,instagram / social,
205871,lead205871@example.com,2025-12-22,Lead,,Social Media,instagram / social,
205872,lead205872@example.com,2025-12-22,Lead,,Direct Traffic,(direct) / (none),
205873,lead205873@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005959AbVxYz
205874,lead205874@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005960AbVxYz
205875,lead205875@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005961AbVxYz
205876,lead205876@example.com,2025-12-22,Lead,,Email Marketing,hubspot / email,
205877,lead205877@example.com,2025-12-22,Lead,,Email Marketing,hubspot / email,
205878,lead205878@example.com,2025-12-22,Lead,,Organic Search,google / organic,
205879,lead205879@example.com,2025-12-22,Lead,,Email Marketing,hubspot / email,
205880,lead205880@example.com,2025-12-22,Customer,2025-12-26,Direct Traffic,(direct) / (none),
205881,lead205881@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005962AbVxYz
205882,lead205882@example.com,2025-12-22,Lead,,Direct Traffic,(direct) / (none),
205883,lead205883@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005963AbVxYz
205884,lead205884@example.com,2025-12-22,Lead,,Email Marketing,hubspot / email,
205885,lead205885@example.com,2025-12-22,Lead,,Social Media,instagram / social,
205886,lead205886@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005964AbVxYz
205887,lead205887@example.com,2025-12-22,Lead,,Direct Traffic,(direct) / (none),
205888,lead205888@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005965AbVxYz
205889,lead205889@example.com,2025-12-22,Lead,,Organic Search,google / organic,
205890,lead205890@example.com,2025-12-22,Lead,,Direct Traffic,(direct) / (none),
205891,lead205891@example.com,2025-12-22,Lead,,Social Media,instagram / social,
205892,lead205892@example.com,2025-12-22,Lead,,Email Marketing,hubspot / email,
205893,lead205893@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005966AbVxYz
205894,lead205894@example.com,2025-12-22,Lead,,Organic Search,google / organic,
205895,lead205895@example.com,2025-12-22,Lead,,Direct Traffic,(direct) / (none),
205896,lead205896@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005967AbVxYz
205897,lead205897@example.com,2025-12-22,Customer,2025-12-31,Social Media,instagram / social,
205898,lead205898@example.com,2025-12-22,Lead,,Social Media,instagram / social,
205899,lead205899@example.com,2025-12-22,Lead,,Email Marketing,hubspot / email,
205900,lead205900@example.com,2025-12-22,Lead,,Organic Search,google / organic,
205901,lead205901@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005968AbVxYz
205902,lead205902@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005969AbVxYz
205903,lead205903@example.com,2025-12-22,Lead,,Organic Search,google / organic,
205904,lead205904@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005970AbVxYz
205905,lead205905@example.com,2025-12-22,Lead,,Email Marketing,hubspot / email,
205906,lead205906@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005971AbVxYz
205907,lead205907@example.com,2025-12-22,Lead,,Direct Traffic,(direct) / (none),
205908,lead205908@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005972AbVxYz
205909,lead205909@example.com,2025-12-22,Lead,,Organic Search,google / organic,
205910,lead205910@example.com,2025-12-22,Lead,,Email Marketing,hubspot / email,
205911,lead205911@example.com,2025-12-22,Lead,,Organic Search,google / organic,
205912,lead205912@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005973AbVxYz
205913,lead205913@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005974AbVxYz
205914,lead205914@example.com,2025-12-22,Lead,,Email Marketing,hubspot / email,
205915,lead205915@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005975AbVxYz
205916,lead205916@example.com,2025-12-22,Lead,,Social Media,instagram / social,
205917,lead205917@example.com,2025-12-22,Lead,,Direct Traffic,(direct) / (none),
205918,lead205918@example.com,2025-12-22,Lead,,Email Marketing,hubspot / email,
205919,lead205919@example.com,2025-12-22,Lead,,Organic Search,google / organic,
205920,lead205920@example.com,2025-12-22,Lead,,Direct Traffic,(direct) / (none),
205921,lead205921@example.com,2025-12-22,Customer,2025-12-31,Direct Traffic,(direct) / (none),
205922,lead205922@example.com,2025-12-22,Lead,,Paid Search,google / cpc,Cj0KCQ42x00005976AbVxYz
205923,lead205923@example.com,2025-12-22,Lead,,Direct Traffic,(direct) / (none),
205924,lead205924@example.com,2025-12-22,Lead,,Organic Search,google / organic,
205925,lead205925@example.com,2025-12-22,Customer,2026-01-01,Social Media,instagram / social,
205926,lead205926@example.com,2025-12-22,Lead,,Direct Traffic,(direct) / (none),
205927,lead205927@example.com,2025-12-22,Lead,,Organic Search,google / organic,
205928,lead205928@example.com,2025-12-22,Lead,,Organic Search,google / organic,
205929,lead205929@example.com,2025-12-22,Lead,,Direct Traffic,(direct) / (none),
